"ID","Inquiry","CASENUMBER","COMMENTSCREATEON","ANALYSTNAMEFORCOMMENT","ACTIVITYTYPE","NOTETEXT"
3935,"PE14-030","CAS-4937375-F0Z1H7","2014-07-25 17:03:02",,"CASE","CUST SAYS..Was checking for a recall and mom was driving down the highway and the wheel locked up on her. Looked the veh up online and the Taurus, fusion and focus 2010-2012 all had power steering issues. Is there a recall on this veh?....PER CUST DLRSHP SAYS..n/a....CRC ADVISED..NO recalls on veh that would provide coverage."
3936,"PE14-030","CAS-4937375-F0Z1H7","2014-07-25 17:03:30",,"CASE","cust says:..cust was driving fleet VEh from company and bought VEH in nov 2013 for noticed in may 3 or 4 days the power steering went out and has not happened since until 3 days ago its happened everyday an also car seems like its electric because when it goes out ANTI slip light comes on when power steering shuts down if you shut VEh off it resets ....Per cust/DLR says:..N/A....CRC ADV:..did tell cust she would need to take VEH to DLR but i will went to transfer to crc but cust hung up"
3937,"PE14-030","CAS-4937375-F0Z1H7","2014-07-25 20:38:03",,"CASE","CUST SAYS: His grandsonΓÇÖs 2010 Fusion the power steering is shot. He called the dlr. He wants fin asst. He has not taken veh to dlr....PER CUST, DLR SAYS:....CRC ADVISE: I can definitely document your concern however - before we would be able to look into any assistance for this concern, the vehicle would need to be diagnosed by your local Ford dealership."
3938,"PE14-030","CAS-4937375-F0Z1H7","2014-07-25 20:54:03",,"CASE","Delegate Daughter: (REDACTED)..Contact: (REDACTED)....Veh is at:..Suburban Ford of Sterling Heights..40333 Van Dyke Ave...Sterling Heights, MI 48313..(586) 268-7500 ....CUSTOMER SAYS: ..Father called in and was provided a case number, cas-4937375. Purchased the veh last month and the power steering has failed. Power assist light came on and veh loss power in steering. ....PER CUST./DEALER SAYS:..Was informed by the S.M. Ford would not be able to assist with the cost of repair, cust did not purchase her veh at this dlrshp, would be able to diagnose the veh tomorrow. ....CRC ADVISED: ..OBC made to the dlr, spoke to s.a. Mike, confirmed veh would not be diagnosed until tomorrow.....Informed the cust, we would need to evaluate your concern, through the dlr diagnostic equipment once the dlr has identified your concern, will review your request at that time."
3939,"PE14-030","CAS-4937961-B5W8H8","2014-07-23 16:38:05",,"CASE","CUST. SAYS: Delegate Sandra Derikx..She is still waiting to hear from dlr of the diagnostic test results. Once she hears from dlr of the repair quote, she wants to know how late she can call us to get the case progressed for possible fin assistance.e. ....PER CUST. DLR SAYS:..n/a....CRC ADVISED:..As soon as you hear the price quote from dlr, please call us immediately. We are open until 8pm EST Monday through Friday, but we are also open until 5pm EST on Saturday. As soon as we hear from you of the repair quote, we will start the case review for possible assistance."
3940,"PE14-030","CAS-4937961-B5W8H8","2014-07-23 20:09:55",,"CASE","CUST. SAYS: Delegate is Sandra Derikx daughter"
3941,"PE14-030","CAS-4937961-B5W8H8","2014-07-24 18:11:43",,"CASE","CUST SAID:..Has a CAS-4937375. Received info from the SM at her dlrshp. States there is a lawsuit against Ford for the issue her veh is experiencing. The estimate for the repair: 1,911.00 plus tax. Diagnosis is the gear on the power steering needs replacement.....PER CUST DLR SAID: ..N/A....CRC ADVISED:..I have update the case notes with the info you provided. I will now provide you with your CSM Keara's # 866-631-3788 EXT 53786 and then transfer you to her line."
3942,"PE14-030","CAS-4938523-X1C6P7","2014-07-24 12:43:32",,"CASE","CUST SAYS:..I have case # cas-4937375, veh is at Suburban Ford of STERLING HEIGHTS and diagnosed for steering issue and seeking assist. ....CRC NOTES: ..See new case on file closing this case not correct dealer"
3943,"PE14-030","CAS-4938523-X1C6P7","2014-07-24 13:52:25",,"CASE","By REGINA CRYE - Vehicle brought in for random loss of power steering. Diagnosed and determined failure in EPAS, necessary to replace electronic power steering gear. Customer is asking for financial assistance due to low age and mileage on vehicle"
3944,"PE14-030","CAS-4938523-X1C6P7","2014-07-24 14:44:21",,"CASE","2011 FUSION, 42,939 MILES, WARRANTY START DATE: 27-JUNE-2011, 2.5L Duratec HE PFI (170PS)..USA 2011 NEW 60/100,000 P'TRAINCARE W/ROADSIDE..OBC TO DEALER 6541 SPOKE WITH BUFFIE == ADVISED THAT FMC WILL ASSIST WITH $697 OF THW REPAIR"
3945,"PE14-030","CAS-4938523-X1C6P7","2014-07-25 18:16:17",,"CASE","REPAIR COMPLETE GENERATED W02 CODE Y07KR FOR $697 FOR RO 551985 LINE 01 FOR REPAIR ASSISTANCE"
3946,"PE14-030","CAS-4941427-V4G1T1","2014-07-23 21:34:05",,"CASE","WA AG....DATE OF LETTER: 7/23/2014..STAMP DATE: 7/23/2014..STAMP TIME: 1:27 PM....CASE: CAS-4938523-X1C6P7....AGENCY: ..Andrew F. Wu..Attorney General of Washington..Consumer Protection Division..800 Fifth Avenue, Suite 2000 ..Seattle, WA 98104....AG FILE #: 451575 ....VIN: 3FAHP0HA7CRXXXXXX....VEHICLE: 2012 FORD FUSION ..MILEAGE: < 47,000 (46,995 according to FMC).. ..DEALER: Titus Will Motors ....CUSTOMER/ADDRESS: ..(REDACTED)..(REDACTED)..Tacoma, WA 98445......CUSTOMER CONCERN: POWER STEERING REPLACEMENT....CUSTOMER SEEKS: FIX THE PROBLEM FOR FREE OR COVER IT UNDER WARRANTY"
3947,"PE14-030","CAS-4944972-C5S1W9","2014-07-24 16:02:16",,"CASE","LETTER SUBMITTED FOR REVIEW"
3948,"PE14-030","CAS-4944972-C5S1W9","2014-07-24 16:03:41",,"CASE","By SHANNON SAM  - On behalf of customer (REDACTED) below is information regarding visit and repair to vin 3FAHP0HA7CRXXXXXXCustomer brought in vehicle on 07/07/14 with concern of power steering loss and message center read power steering fault. Pinpoint tested per code in module for defective power steering rack. we replaced rack at customer pay due to outside of warranty 3/36000 miles. Customer is requesting now help for Ford Motor Company through AG. Mileage on vehicle at time of concern was 46995. parts and labor cost was with taxes. $1829.98 repair order number 88324. Customer feels that Ford should help out on this repair due to the fact a major safety item and feels should be a recall. We did inform him the warranty policy and that would be at his cost He did pay for repairs and they have been done and vehicle has not had a problem since. This is information provided by Titus-Will on behalf of the customer. Customer is seeking any help possible from FMC."
3949,"PE14-030","CAS-4944972-C5S1W9","2014-07-24 16:18:13",,"CASE","APPROVED LETTER SENT TO AG AND CONSUMER"
3950,"PE14-030","CAS-4944972-C5S1W9","2014-07-24 19:56:13",,"CASE","CUST SAYS:..Cust states that the veh is at dlr now, as the power steering went out. Cust states that it has gone out several times, including when her daughter has been driving the veh. Cust states that she is aware of the recall to other Ford veh on the power steering. Cust states that she would like some assistance on this repair.....PER CUST, DLR SAYS:..Dlr advised that a sensor is bad and needs to be replaced at a cost of $1700.....CRC ADVISED:..CSR verified contact information. CSR provided case number. CSR advised of the CSPs on veh. CSR advised that veh is out of warranty and there is no recall, program to assist with power steering."
3951,"PE14-030","CAS-4944972-C5S1W9","2014-07-25 20:18:16",,"CASE","CUSTOMER SAYS: ..The steering was stuck and was almost in an accident, there is nothing the dlr is able to assist with the repair fee $1900. ....PER CUST./DEALER SAYS:..Veh is outside of wty. ....CRC ADVISED: ..Ford will not be able to assist with the cost of repair, veh is outside of wty. Once the veh has exhausted all warranties it would be the responsibility of the cust."
3952,"PE14-030","CAS-4945856-B5W6M0","2014-07-24 17:15:15",,"CASE","She can be reached by cell (REDACTED)....CUSTOMER SAYS: ..She was not satisfied with cust response and requested to speak with a supv. ....PER CUST./DEALER SAYS:..n/a ....CRC ADVISED: ..My manager is equipped with all the same tools and resources that I have . After reviewing those resources I can assure you that the answer I have provided is the correct answer and will not change by escalating the issue; cust refused felt a supv, would be able to assist, advised cust of a 2hr c/b."
3953,"PE14-030","CAS-4946726-R2X7B0","2014-07-24 18:33:08",,"CASE","CUST SAYS: She was speaking to Jaleesa and was disconnected. She wants to speak with a supervisor. Contact # 727-417-2220....PER CUST, DLR SAYS:....CRC ADVISE: Your case has been escalated to a supervisor. You will receive a call back within 2 hours. Verified contact number"
3954,"PE14-030","CAS-4946726-R2X7B0","2014-07-24 18:57:45",,"CASE","SUP Amber Reviewing Case....SUP Amber made OBC to customer, left message will make 2nd attempt to contact by COB 7/25/14. SUP escalation in progress."
3955,"PE14-030","CAS-4946940-B3W0H6","2014-07-24 18:59:40",,"CASE","SUP Amber made OBC to customer, advised of name, role and call is recorded.....Customer says, was able to get into another vehicle and it is no longer an issue.....SUP Amber advised, would update the notes in case. No further action required. SUP escalation closed."
3956,"PE14-030","CAS-4946940-B3W0H6","2014-07-24 19:35:43",,"CASE","CUST SAYS: ..He is aware that there were some recalls out for this model and year. The power steering went out on the veh. He wants to know if this recall is still good so they can take the veh in to have it performed.....PER CUST, DLR SAYS:..Has not been to dlr.....CRC ADVISED:..Advised cust that the veh is not included in any related recalls. Recommended that he take the veh in to a Ford dlrshp to have it diagnosed and serviced. Should he pay out of pocket for any repairs, recommended that he hold onto all receipts in case a program is initiated in the future."
3957,"PE14-030","CAS-4946940-B3W0H6","2014-07-24 20:29:24",,"CASE","CUSTOMER SAYS:..The steering column locked completely up, we were really not able to turn it at all. There is a message ""service power steering"" We took it to an independent garage. They said it would be $1100-$1500 for the part. The veh will hesitate and then go. I know there is program on the throttle body.....PER CUSTOMER DEALER SAYS:..Has not been to the dlr....CRC ADVISED:..You will need to take the veh to the dlr to be diagnosed. There are no programs that would offer assistance on the power steering. If the hesitation problem is diagnosed as the concern outlined in the extension of the warranty. It may be covered by the CSP."
3958,"PE14-030","CAS-4946940-B3W0H6","2014-07-24 21:01:37",,"CASE","CUST SAYS: ..Cust got disconnected from another agent. ....PER CUST, DLR SAYS:..n/a....CRC ADVISED:..Advised no warranties, recalls or programs to assistance, please save your receipts in case recalls or programs become available"
3959,"PE14-030","CAS-4946940-B3W0H6","2014-07-24 21:06:55",,"CASE","CUST SAYS..His vehicle is having trouble with the steering, and he has the veh at the dlrshp and he is outside of his ESP warranty by 500 miles, he is seeking assistance towards the cost of the repair. Customer will be calling his dlrshp to see if they can provide a loaner vehicle as his wife is about 3 hrs from home and due to be back home on Saturday. ....PER CUST DLR SAYS..Steering motor and rack and pinion will need to be replaced.....CRC ADVISED..Adv cust that I will forward this over to the Regional CSM as they do have access to all of Ford's resources and will be assisting the dlrshp. Adv cust that it will take about 2 business days for the CSM to review the case and give him a call back. CAS-4946940-B3W0H6. Adv cust that he is more then welcomed to contact his dlrshp to see if a loaner vehicle can be provided, if not then he can give us a call back and reference his case and the next agent will be able to look further into the situation."
3960,"PE14-030","CAS-4946940-B3W0H6","2014-07-25 15:02:44",,"CASE","CUSTOMER SAYS: ..Spoke to a representative. Rather take his veh to the selling dlr in N.Y, feels like he is getting the run around. Feels the S.M. will not assist based off of what Mike said. ....PER CUST./DEALER SAYS:..Nothing no one can do and he is on his own. Spoke to a guy name mike, and does not think the S.M. will do anything to help him, S.M. is out for the day. ....CRC ADVISED: .. I advised the cust, we are not able to assist, cust could purchase a rental and possibly reimbursed, case has been escalated to the s.m. please allow the time given. ....Call was disconnected, called the cust back @ (REDACTED). Informed the cust, S.M. would be able to assist, if the cust take his veh to another Ford dlr, case would start over where the veh would be diagnosed. Assured the cust, S.M. has review all Ford resources to better assist the cust, not able to guarantee that asst. would be provided, but case has been escalated for further review."
3961,"PE14-030","CAS-4946940-B3W0H6","2014-07-25 16:59:20",,"CASE","CUST SAYS: ..He has spoken to different people and the dlrshp is giving him the run around. He would like to know who he should talk to. His wife is broken down in New York and they live in New Jersey. The s/m is not going to help him at all. He has an open case but is getting no help... ..PER CUST, DLR SAYS:..n/a....CRC ADVISED:..Cust disconnected while on hold."
3962,"PE14-030","CAS-4946940-B3W0H6","2014-07-28 16:55:41",,"CASE","CUST SAYS:..I was on a call and got disconnected...The dlrshp is giving me the run around and they won't help me. I want to speak with a supervisor. ..Call back number for (REDACTED) is (REDCTED). ....CUST SAYS DLR SAYS:....CRC ADVISED:..The SM at the dlrshp will be able to assist you with regard to your case. I am not authorized to make a decision for financial assistance. ..I can request a supervisor to call you back."
3963,"PE14-030","CAS-4946940-B3W0H6","2014-07-28 20:44:03",,"CASE","CRC:..TL, according to ltv send to CCT. Two day call back from CCT for customer."
3964,"PE14-030","CAS-4946940-B3W0H6","2014-07-29 19:05:25",,"CASE","LTV is 98 -WSD: 1-24-2010 with 75,500miles ΓÇôESP 60/75PREMCARE(expired)-..OBC to DLRHP #3131 ΓÇôinformed that PSD Perry stepped out-CSM will callback"
3965,"PE14-030","CAS-4946940-B3W0H6","2014-07-31 12:32:46",,"CASE","OBC to DLRHP #3131 tt SA Mike (PSD left for day) ΓÇôconfirmed never been there before and tech Lou took them right in/was towed in ΓÇôout of warranty of ESP by mileage; needs Power Steering Rack ΓÇôDRSHP informed customer that out of warranty ΓÇôDeclined repair of $2150 repair ΓÇôCSM informed would reach out to customer and inform of status via email at: (REDACTED)....OBC to c/w(REDACTED) at #(REDACTED) ΓÇôadvised of QA/ROLE ΓÇô..CSM inquired if trying to proceed w/repair at Freehold or moving veh to selling DLSRHP..CSM informed of role of CCT-looking at case for AWA yet advised want to ensure family comfortable using service ..Customer said taking back to home DLRSHP All-American Kingston ΓÇôsaid spoke to SA Tammy and aware bringing back tomorrow..Customer said loyal and just seeking some assistance ΓÇô said just purchased this month a new F350 ΓÇô ..CSM acknowledged loyalty and ESP purchase ΓÇôadvised would like to help w/AWA and will call ALLAMOF KINGSTON and inform team working case and will FU on Monday ..Customer thanked CSM....OBC to All American Ford Of Kingston #845-338-7800- tt SA Tammy ΓÇôinformed of case ((CSM used to work with DLRSHP)) advised will FU ..Transferring case ΓÇô settting FU ..CSM ERIKA will MONITOR CASE -"
